phase,pc,lag_ms,src,dst,region_src,region_dst,config_count,successful_config_count,stability_fraction,max_k,max_n_subjects,min_p_value,min_q_value,topk_values,min_subjects_values,p0_inflate_values
Replace__BothReleased,pc2,50,F4,Fp1,Frontocentral,Frontal,3,27,0.1111111111111111,4,12,0.009867188280343492,0.009867188280343492,10 15,3 4,5.0
Replace__BothReleased,pc2,50,F8,Fp1,Other,Frontal,3,27,0.1111111111111111,4,12,0.009867188280343492,0.009867188280343492,10 15,3 4,5.0
Replace__BothReleased,pc2,50,FC1,Fp1,Frontocentral,Frontal,3,27,0.1111111111111111,4,12,0.009867188280343492,0.009867188280343492,10 15,3 4,5.0
Replace__BothReleased,pc2,100,CP1,Fp1,Parietal,Frontal,3,27,0.1111111111111111,4,12,0.009867188280343492,0.009867188280343492,10 15,3 4,5.0
Replace__BothReleased,pc2,100,CP1,Fp2,Parietal,Frontal,3,27,0.1111111111111111,4,12,0.009867188280343492,0.009867188280343492,10 15,3 4,5.0
Replace__BothReleased,pc2,100,F3,Fp1,Frontocentral,Frontal,3,27,0.1111111111111111,4,12,0.009867188280343492,0.009867188280343492,10 15,3 4,5.0
Replace__BothReleased,pc2,100,TP10,Fp1,Temporal,Frontal,3,27,0.1111111111111111,4,12,0.009867188280343492,0.009867188280343492,10 15,3 4,5.0
Replace__BothReleased,pc2,150,F7,Fp2,Other,Frontal,3,27,0.1111111111111111,4,12,0.009867188280343492,0.009867188280343492,10 15,3 4,5.0
Replace__BothReleased,pc2,200,O2,Fp1,Occipital,Frontal,3,27,0.1111111111111111,4,12,0.009867188280343492,0.009867188280343492,10 15,3 4,5.0
Replace__BothReleased,pc3,100,CP1,P8,Parietal,Parietal,3,27,0.1111111111111111,4,12,0.009867188280343492,0.009867188280343492,10 15,3 4,5.0
BothStartLoadPhase__LiftOff,pc1,0,PO10,O2,Occipital,Occipital,3,27,0.1111111111111111,3,12,0.002968335608119265,0.002968335608119265,5 10,3,5.0 10.0
BothStartLoadPhase__LiftOff,pc1,0,PO9,O1,Occipital,Occipital,3,27,0.1111111111111111,3,12,0.002968335608119265,0.002968335608119265,5 10,3,5.0 10.0
BothStartLoadPhase__LiftOff,pc1,100,Pz,CP2,Parietal,Parietal,3,27,0.1111111111111111,3,12,0.002968335608119265,0.002968335608119265,5 10,3,5.0 10.0
BothStartLoadPhase__LiftOff,pc1,150,Fp1,Pz,Frontal,Parietal,3,27,0.1111111111111111,3,12,0.002968335608119265,0.002968335608119265,5 10,3,5.0 10.0
BothStartLoadPhase__LiftOff,pc2,50,CP5,P7,Parietal,Parietal,3,27,0.1111111111111111,3,12,0.002968335608119265,0.002968335608119265,5 10,3,5.0 10.0
BothStartLoadPhase__LiftOff,pc2,50,Fp2,Fp1,Frontal,Frontal,3,27,0.1111111111111111,3,12,0.002968335608119265,0.002968335608119265,5 10,3,5.0 10.0
BothStartLoadPhase__LiftOff,pc2,50,O1,Oz,Occipital,Occipital,3,27,0.1111111111111111,3,12,0.002968335608119265,0.002968335608119265,5 10,3,5.0 10.0
BothStartLoadPhase__LiftOff,pc2,100,Fp1,F7,Frontal,Other,3,27,0.1111111111111111,3,12,0.002968335608119265,0.002968335608119265,5 10,3,5.0 10.0
BothStartLoadPhase__LiftOff,pc2,200,Fp1,CP5,Frontal,Parietal,3,27,0.1111111111111111,3,12,0.002968335608119265,0.002968335608119265,5 10,3,5.0 10.0
BothStartLoadPhase__LiftOff,pc3,0,Fp2,F4,Frontal,Frontocentral,3,27,0.1111111111111111,3,12,0.002968335608119265,0.002968335608119265,5 10,3,5.0 10.0
BothStartLoadPhase__LiftOff,pc3,0,O2,PO10,Occipital,Occipital,3,27,0.1111111111111111,3,12,0.002968335608119265,0.002968335608119265,5 10,3,5.0 10.0
BothStartLoadPhase__LiftOff,pc3,0,TP10,PO10,Temporal,Occipital,3,27,0.1111111111111111,3,12,0.002968335608119265,0.002968335608119265,5 10,3,5.0 10.0
BothStartLoadPhase__LiftOff,pc3,100,Fp1,F8,Frontal,Other,3,27,0.1111111111111111,3,12,0.002968335608119265,0.002968335608119265,5 10,3,5.0 10.0
BothStartLoadPhase__LiftOff,pc3,200,TP9,PO9,Temporal,Occipital,3,27,0.1111111111111111,3,12,0.002968335608119265,0.002968335608119265,5 10,3,5.0 10.0
FirstDigitTouch__BothStartLoadPhase,pc1,0,PO10,O2,Occipital,Occipital,3,27,0.1111111111111111,3,12,0.002968335608119265,0.002968335608119265,5 10,3,5.0 10.0
FirstDigitTouch__BothStartLoadPhase,pc1,100,F8,FC6,Other,Frontocentral,3,27,0.1111111111111111,3,12,0.002968335608119265,0.002968335608119265,5 10,3,5.0 10.0
FirstDigitTouch__BothStartLoadPhase,pc1,100,Pz,CP2,Parietal,Parietal,3,27,0.1111111111111111,3,12,0.002968335608119265,0.002968335608119265,5 10,3,5.0 10.0
FirstDigitTouch__BothStartLoadPhase,pc2,0,F7,FC5,Other,Frontocentral,3,27,0.1111111111111111,3,12,0.002968335608119265,0.002968335608119265,5 10,3,5.0 10.0
FirstDigitTouch__BothStartLoadPhase,pc2,0,O2,Oz,Occipital,Occipital,3,27,0.1111111111111111,3,12,0.002968335608119265,0.002968335608119265,5 10,3,5.0 10.0
FirstDigitTouch__BothStartLoadPhase,pc2,50,Fp2,Fp1,Frontal,Frontal,3,27,0.1111111111111111,3,12,0.002968335608119265,0.002968335608119265,5 10,3,5.0 10.0
FirstDigitTouch__BothStartLoadPhase,pc2,150,Fp2,F4,Frontal,Frontocentral,3,27,0.1111111111111111,3,12,0.002968335608119265,0.002968335608119265,5 10,3,5.0 10.0
FirstDigitTouch__BothStartLoadPhase,pc2,200,Fp1,CP5,Frontal,Parietal,3,27,0.1111111111111111,3,12,0.002968335608119265,0.002968335608119265,5 10,3,5.0 10.0
FirstDigitTouch__BothStartLoadPhase,pc3,0,O2,PO10,Occipital,Occipital,3,27,0.1111111111111111,3,12,0.002968335608119265,0.002968335608119265,5 10,3,5.0 10.0
FirstDigitTouch__BothStartLoadPhase,pc3,50,Fp2,Fp1,Frontal,Frontal,3,27,0.1111111111111111,3,12,0.002968335608119265,0.002968335608119265,5 10,3,5.0 10.0
FirstDigitTouch__BothStartLoadPhase,pc3,100,Fp1,F8,Frontal,Other,3,27,0.1111111111111111,3,12,0.002968335608119265,0.002968335608119265,5 10,3,5.0 10.0
FirstDigitTouch__BothStartLoadPhase,pc3,100,Fp2,Fp1,Frontal,Frontal,3,27,0.1111111111111111,3,12,0.002968335608119265,0.002968335608119265,5 10,3,5.0 10.0
HandStart__FirstDigitTouch,pc1,100,Pz,CP2,Parietal,Parietal,3,27,0.1111111111111111,3,12,0.002968335608119265,0.002968335608119265,5 10,3,5.0 10.0
HandStart__FirstDigitTouch,pc2,0,F7,FC5,Other,Frontocentral,3,27,0.1111111111111111,3,12,0.002968335608119265,0.002968335608119265,5 10,3,5.0 10.0
HandStart__FirstDigitTouch,pc3,50,Fp2,Pz,Frontal,Parietal,3,27,0.1111111111111111,3,12,0.002968335608119265,0.002968335608119265,5 10,3,5.0 10.0
HandStart__FirstDigitTouch,pc3,100,Fp1,F7,Frontal,Other,3,27,0.1111111111111111,3,12,0.002968335608119265,0.002968335608119265,5 10,3,5.0 10.0
HandStart__FirstDigitTouch,pc3,100,Fp1,F8,Frontal,Other,3,27,0.1111111111111111,3,12,0.002968335608119265,0.002968335608119265,5 10,3,5.0 10.0
LiftOff__Replace,pc1,0,F3,Fp1,Frontocentral,Frontal,3,27,0.1111111111111111,3,12,0.002968335608119265,0.002968335608119265,5 10,3,5.0 10.0
LiftOff__Replace,pc1,0,PO10,O2,Occipital,Occipital,3,27,0.1111111111111111,3,12,0.002968335608119265,0.002968335608119265,5 10,3,5.0 10.0
LiftOff__Replace,pc1,100,T8,FC6,Temporal,Frontocentral,3,27,0.1111111111111111,3,12,0.002968335608119265,0.002968335608119265,5 10,3,5.0 10.0
LiftOff__Replace,pc1,150,F7,FC5,Other,Frontocentral,3,27,0.1111111111111111,3,12,0.002968335608119265,0.002968335608119265,5 10,3,5.0 10.0
LiftOff__Replace,pc1,150,Fz,FC2,Frontal,Frontocentral,3,27,0.1111111111111111,3,12,0.002968335608119265,0.002968335608119265,5 10,3,5.0 10.0
LiftOff__Replace,pc1,200,P4,FC5,Parietal,Frontocentral,3,27,0.1111111111111111,3,12,0.002968335608119265,0.002968335608119265,5 10,3,5.0 10.0
LiftOff__Replace,pc2,50,Oz,O2,Occipital,Occipital,3,27,0.1111111111111111,3,12,0.002968335608119265,0.002968335608119265,5 10,3,5.0 10.0
LiftOff__Replace,pc3,50,TP10,PO10,Temporal,Occipital,3,27,0.1111111111111111,3,12,0.002968335608119265,0.002968335608119265,5 10,3,5.0 10.0
LiftOff__Replace,pc3,100,P3,TP10,Parietal,Temporal,3,27,0.1111111111111111,3,12,0.002968335608119265,0.002968335608119265,5 10,3,5.0 10.0
Replace__BothReleased,pc1,0,Fp2,F4,Frontal,Frontocentral,3,27,0.1111111111111111,3,12,0.002968335608119265,0.002968335608119265,5 10,3,5.0 10.0
Replace__BothReleased,pc1,150,F7,Fp2,Other,Frontal,3,27,0.1111111111111111,3,12,0.002968335608119265,0.002968335608119265,5 10,3,5.0 10.0
Replace__BothReleased,pc1,150,F8,Fp1,Other,Frontal,3,27,0.1111111111111111,3,12,0.002968335608119265,0.002968335608119265,5 10,3,5.0 10.0
Replace__BothReleased,pc1,150,Fp1,Fp2,Frontal,Frontal,3,27,0.1111111111111111,3,12,0.002968335608119265,0.002968335608119265,5 10,3,5.0 10.0
Replace__BothReleased,pc1,150,Fp2,Fp1,Frontal,Frontal,3,27,0.1111111111111111,3,12,0.002968335608119265,0.002968335608119265,5 10,3,5.0 10.0
Replace__BothReleased,pc2,150,Fp2,F7,Frontal,Other,3,27,0.1111111111111111,3,12,0.002968335608119265,0.002968335608119265,5 10,3,5.0 10.0
Replace__BothReleased,pc3,200,Fp1,CP5,Frontal,Parietal,3,27,0.1111111111111111,3,12,0.002968335608119265,0.002968335608119265,5 10,3,5.0 10.0
BothStartLoadPhase__LiftOff,pc1,0,FC1,Fz,Frontocentral,Frontal,2,27,0.07407407407407407,4,12,0.009867188280343492,0.009867188280343492,15,3 4,5.0
BothStartLoadPhase__LiftOff,pc1,0,O2,Fp1,Occipital,Frontal,2,27,0.07407407407407407,4,12,0.009867188280343492,0.009867188280343492,15,3 4,5.0
BothStartLoadPhase__LiftOff,pc1,50,Pz,Cz,Parietal,Frontocentral,2,27,0.07407407407407407,4,12,0.009867188280343492,0.009867188280343492,15,3 4,5.0
BothStartLoadPhase__LiftOff,pc1,150,Fp1,P4,Frontal,Parietal,2,27,0.07407407407407407,4,12,0.009867188280343492,0.009867188280343492,15,3 4,5.0
BothStartLoadPhase__LiftOff,pc2,50,O2,Oz,Occipital,Occipital,2,27,0.07407407407407407,4,12,0.009867188280343492,0.009867188280343492,15,3 4,5.0
BothStartLoadPhase__LiftOff,pc2,150,Fp2,Fz,Frontal,Frontal,2,27,0.07407407407407407,4,12,0.009867188280343492,0.009867188280343492,15,3 4,5.0
BothStartLoadPhase__LiftOff,pc2,200,Fp1,CP6,Frontal,Parietal,2,27,0.07407407407407407,4,12,0.009867188280343492,0.009867188280343492,15,3 4,5.0
BothStartLoadPhase__LiftOff,pc2,200,Fp2,Fz,Frontal,Frontal,2,27,0.07407407407407407,4,12,0.009867188280343492,0.009867188280343492,15,3 4,5.0
BothStartLoadPhase__LiftOff,pc2,200,Fp2,O2,Frontal,Occipital,2,27,0.07407407407407407,4,12,0.009867188280343492,0.009867188280343492,15,3 4,5.0
BothStartLoadPhase__LiftOff,pc2,200,Fp2,P3,Frontal,Parietal,2,27,0.07407407407407407,4,12,0.009867188280343492,0.009867188280343492,15,3 4,5.0
BothStartLoadPhase__LiftOff,pc2,200,Fp2,P4,Frontal,Parietal,2,27,0.07407407407407407,4,12,0.009867188280343492,0.009867188280343492,15,3 4,5.0
BothStartLoadPhase__LiftOff,pc3,50,O2,O1,Occipital,Occipital,2,27,0.07407407407407407,4,12,0.009867188280343492,0.009867188280343492,15,3 4,5.0
BothStartLoadPhase__LiftOff,pc3,50,Oz,Pz,Occipital,Parietal,2,27,0.07407407407407407,4,12,0.009867188280343492,0.009867188280343492,15,3 4,5.0
BothStartLoadPhase__LiftOff,pc3,50,P3,O1,Parietal,Occipital,2,27,0.07407407407407407,4,12,0.009867188280343492,0.009867188280343492,15,3 4,5.0
BothStartLoadPhase__LiftOff,pc3,50,P8,Oz,Parietal,Occipital,2,27,0.07407407407407407,4,12,0.009867188280343492,0.009867188280343492,15,3 4,5.0
BothStartLoadPhase__LiftOff,pc3,200,Fz,P7,Frontal,Parietal,2,27,0.07407407407407407,4,12,0.009867188280343492,0.009867188280343492,15,3 4,5.0
FirstDigitTouch__BothStartLoadPhase,pc1,0,FC5,Fp1,Frontocentral,Frontal,2,27,0.07407407407407407,4,12,0.009867188280343492,0.009867188280343492,15,3 4,5.0
FirstDigitTouch__BothStartLoadPhase,pc1,150,FC6,T8,Frontocentral,Temporal,2,27,0.07407407407407407,4,12,0.009867188280343492,0.009867188280343492,15,3 4,5.0
FirstDigitTouch__BothStartLoadPhase,pc1,200,CP2,CP1,Parietal,Parietal,2,27,0.07407407407407407,4,12,0.009867188280343492,0.009867188280343492,15,3 4,5.0
FirstDigitTouch__BothStartLoadPhase,pc2,0,O1,Fp1,Occipital,Frontal,2,27,0.07407407407407407,4,12,0.009867188280343492,0.009867188280343492,15,3 4,5.0
FirstDigitTouch__BothStartLoadPhase,pc2,0,PO9,Fp2,Occipital,Frontal,2,27,0.07407407407407407,4,12,0.009867188280343492,0.009867188280343492,15,3 4,5.0
FirstDigitTouch__BothStartLoadPhase,pc2,200,Fp2,Fz,Frontal,Frontal,2,27,0.07407407407407407,4,12,0.009867188280343492,0.009867188280343492,15,3 4,5.0
FirstDigitTouch__BothStartLoadPhase,pc2,200,Fp2,O2,Frontal,Occipital,2,27,0.07407407407407407,4,12,0.009867188280343492,0.009867188280343492,15,3 4,5.0
FirstDigitTouch__BothStartLoadPhase,pc2,200,Fp2,P4,Frontal,Parietal,2,27,0.07407407407407407,4,12,0.009867188280343492,0.009867188280343492,15,3 4,5.0
FirstDigitTouch__BothStartLoadPhase,pc3,50,F3,O1,Frontocentral,Occipital,2,27,0.07407407407407407,4,12,0.009867188280343492,0.009867188280343492,15,3 4,5.0
HandStart__FirstDigitTouch,pc1,0,Fz,Fp2,Frontal,Frontal,2,27,0.07407407407407407,4,12,0.009867188280343492,0.009867188280343492,15,3 4,5.0
HandStart__FirstDigitTouch,pc1,50,P3,Pz,Parietal,Parietal,2,27,0.07407407407407407,4,12,0.009867188280343492,0.009867188280343492,15,3 4,5.0
HandStart__FirstDigitTouch,pc1,50,Pz,CP1,Parietal,Parietal,2,27,0.07407407407407407,4,12,0.009867188280343492,0.009867188280343492,15,3 4,5.0
HandStart__FirstDigitTouch,pc1,150,Fp2,F4,Frontal,Frontocentral,2,27,0.07407407407407407,4,12,0.009867188280343492,0.009867188280343492,15,3 4,5.0
HandStart__FirstDigitTouch,pc1,150,Fp2,O1,Frontal,Occipital,2,27,0.07407407407407407,4,12,0.009867188280343492,0.009867188280343492,15,3 4,5.0
HandStart__FirstDigitTouch,pc1,200,Fp1,O1,Frontal,Occipital,2,27,0.07407407407407407,4,12,0.009867188280343492,0.009867188280343492,15,3 4,5.0
HandStart__FirstDigitTouch,pc1,200,Fp2,O1,Frontal,Occipital,2,27,0.07407407407407407,4,12,0.009867188280343492,0.009867188280343492,15,3 4,5.0
HandStart__FirstDigitTouch,pc1,200,Pz,CP1,Parietal,Parietal,2,27,0.07407407407407407,4,12,0.009867188280343492,0.009867188280343492,15,3 4,5.0
HandStart__FirstDigitTouch,pc1,200,Pz,Cz,Parietal,Frontocentral,2,27,0.07407407407407407,4,12,0.009867188280343492,0.009867188280343492,15,3 4,5.0
HandStart__FirstDigitTouch,pc2,0,O1,Fp1,Occipital,Frontal,2,27,0.07407407407407407,4,12,0.009867188280343492,0.009867188280343492,15,3 4,5.0
HandStart__FirstDigitTouch,pc2,0,Pz,Fp2,Parietal,Frontal,2,27,0.07407407407407407,4,12,0.009867188280343492,0.009867188280343492,15,3 4,5.0
HandStart__FirstDigitTouch,pc2,50,O1,Fp1,Occipital,Frontal,2,27,0.07407407407407407,4,12,0.009867188280343492,0.009867188280343492,15,3 4,5.0
HandStart__FirstDigitTouch,pc2,50,P8,Fp2,Parietal,Frontal,2,27,0.07407407407407407,4,12,0.009867188280343492,0.009867188280343492,15,3 4,5.0
HandStart__FirstDigitTouch,pc2,50,Pz,Fp2,Parietal,Frontal,2,27,0.07407407407407407,4,12,0.009867188280343492,0.009867188280343492,15,3 4,5.0
HandStart__FirstDigitTouch,pc2,100,Fp2,F7,Frontal,Other,2,27,0.07407407407407407,4,12,0.009867188280343492,0.009867188280343492,15,3 4,5.0
HandStart__FirstDigitTouch,pc2,100,O2,Fp2,Occipital,Frontal,2,27,0.07407407407407407,4,12,0.009867188280343492,0.009867188280343492,15,3 4,5.0
HandStart__FirstDigitTouch,pc2,150,Fp1,T7,Frontal,Temporal,2,27,0.07407407407407407,4,12,0.009867188280343492,0.009867188280343492,15,3 4,5.0
HandStart__FirstDigitTouch,pc2,150,Fp2,T7,Frontal,Temporal,2,27,0.07407407407407407,4,12,0.009867188280343492,0.009867188280343492,15,3 4,5.0
HandStart__FirstDigitTouch,pc2,200,Fp1,O2,Frontal,Occipital,2,27,0.07407407407407407,4,12,0.009867188280343492,0.009867188280343492,15,3 4,5.0
HandStart__FirstDigitTouch,pc3,100,CP2,P8,Parietal,Parietal,2,27,0.07407407407407407,4,12,0.009867188280343492,0.009867188280343492,15,3 4,5.0
LiftOff__Replace,pc1,0,FC1,F3,Frontocentral,Frontocentral,2,27,0.07407407407407407,4,12,0.009867188280343492,0.009867188280343492,15,3 4,5.0
LiftOff__Replace,pc1,50,CP6,P4,Parietal,Parietal,2,27,0.07407407407407407,4,12,0.009867188280343492,0.009867188280343492,15,3 4,5.0
LiftOff__Replace,pc1,150,Fz,FC1,Frontal,Frontocentral,2,27,0.07407407407407407,4,12,0.009867188280343492,0.009867188280343492,15,3 4,5.0
LiftOff__Replace,pc1,200,Fz,FC1,Frontal,Frontocentral,2,27,0.07407407407407407,4,12,0.009867188280343492,0.009867188280343492,15,3 4,5.0
LiftOff__Replace,pc2,0,F4,Fp1,Frontocentral,Frontal,2,27,0.07407407407407407,4,12,0.009867188280343492,0.009867188280343492,15,3 4,5.0
LiftOff__Replace,pc2,0,FC2,Fp2,Frontocentral,Frontal,2,27,0.07407407407407407,4,12,0.009867188280343492,0.009867188280343492,15,3 4,5.0
LiftOff__Replace,pc2,0,PO9,P7,Occipital,Parietal,2,27,0.07407407407407407,4,12,0.009867188280343492,0.009867188280343492,15,3 4,5.0
LiftOff__Replace,pc2,50,Pz,Fp2,Parietal,Frontal,2,27,0.07407407407407407,4,12,0.009867188280343492,0.009867188280343492,15,3 4,5.0
LiftOff__Replace,pc2,100,Fp1,FC5,Frontal,Frontocentral,2,27,0.07407407407407407,4,12,0.009867188280343492,0.009867188280343492,15,3 4,5.0
LiftOff__Replace,pc2,200,Fp1,P7,Frontal,Parietal,2,27,0.07407407407407407,4,12,0.009867188280343492,0.009867188280343492,15,3 4,5.0
LiftOff__Replace,pc3,0,Fz,Oz,Frontal,Occipital,2,27,0.07407407407407407,4,12,0.009867188280343492,0.009867188280343492,15,3 4,5.0
LiftOff__Replace,pc3,50,Fz,O1,Frontal,Occipital,2,27,0.07407407407407407,4,12,0.009867188280343492,0.009867188280343492,15,3 4,5.0
LiftOff__Replace,pc3,50,P3,P7,Parietal,Parietal,2,27,0.07407407407407407,4,12,0.009867188280343492,0.009867188280343492,15,3 4,5.0
LiftOff__Replace,pc3,150,Fz,P7,Frontal,Parietal,2,27,0.07407407407407407,4,12,0.009867188280343492,0.009867188280343492,15,3 4,5.0
LiftOff__Replace,pc3,150,P7,PO10,Parietal,Occipital,2,27,0.07407407407407407,4,12,0.009867188280343492,0.009867188280343492,15,3 4,5.0
Replace__BothReleased,pc1,50,Fp1,O2,Frontal,Occipital,2,27,0.07407407407407407,4,12,0.009867188280343492,0.009867188280343492,15,3 4,5.0
Replace__BothReleased,pc1,50,Fp2,P7,Frontal,Parietal,2,27,0.07407407407407407,4,12,0.009867188280343492,0.009867188280343492,15,3 4,5.0
Replace__BothReleased,pc1,50,O1,Oz,Occipital,Occipital,2,27,0.07407407407407407,4,12,0.009867188280343492,0.009867188280343492,15,3 4,5.0
Replace__BothReleased,pc1,50,Oz,O1,Occipital,Occipital,2,27,0.07407407407407407,4,12,0.009867188280343492,0.009867188280343492,15,3 4,5.0
Replace__BothReleased,pc1,100,O1,Fp1,Occipital,Frontal,2,27,0.07407407407407407,4,12,0.009867188280343492,0.009867188280343492,15,3 4,5.0
Replace__BothReleased,pc1,100,Oz,Fp1,Occipital,Frontal,2,27,0.07407407407407407,4,12,0.009867188280343492,0.009867188280343492,15,3 4,5.0
Replace__BothReleased,pc1,200,Fp2,PO10,Frontal,Occipital,2,27,0.07407407407407407,4,12,0.009867188280343492,0.009867188280343492,15,3 4,5.0
Replace__BothReleased,pc2,0,O1,Oz,Occipital,Occipital,2,27,0.07407407407407407,4,12,0.009867188280343492,0.009867188280343492,15,3 4,5.0
Replace__BothReleased,pc2,0,Oz,O2,Occipital,Occipital,2,27,0.07407407407407407,4,12,0.009867188280343492,0.009867188280343492,15,3 4,5.0
Replace__BothReleased,pc2,50,O2,Fp2,Occipital,Frontal,2,27,0.07407407407407407,4,12,0.009867188280343492,0.009867188280343492,15,3 4,5.0
Replace__BothReleased,pc2,50,Pz,Fp2,Parietal,Frontal,2,27,0.07407407407407407,4,12,0.009867188280343492,0.009867188280343492,15,3 4,5.0
Replace__BothReleased,pc2,50,TP10,Fp1,Temporal,Frontal,2,27,0.07407407407407407,4,12,0.009867188280343492,0.009867188280343492,15,3 4,5.0
Replace__BothReleased,pc2,100,CP2,Fp1,Parietal,Frontal,2,27,0.07407407407407407,4,12,0.009867188280343492,0.009867188280343492,15,3 4,5.0
Replace__BothReleased,pc2,150,CP2,Fp1,Parietal,Frontal,2,27,0.07407407407407407,4,12,0.009867188280343492,0.009867188280343492,15,3 4,5.0
Replace__BothReleased,pc2,150,P3,Fp2,Parietal,Frontal,2,27,0.07407407407407407,4,12,0.009867188280343492,0.009867188280343492,15,3 4,5.0
Replace__BothReleased,pc2,200,F4,Fp1,Frontocentral,Frontal,2,27,0.07407407407407407,4,12,0.009867188280343492,0.009867188280343492,15,3 4,5.0
Replace__BothReleased,pc2,200,O2,Fp2,Occipital,Frontal,2,27,0.07407407407407407,4,12,0.009867188280343492,0.009867188280343492,15,3 4,5.0
Replace__BothReleased,pc2,200,PO9,Fp2,Occipital,Frontal,2,27,0.07407407407407407,4,12,0.009867188280343492,0.009867188280343492,15,3 4,5.0
Replace__BothReleased,pc3,100,Fp2,Fp1,Frontal,Frontal,2,27,0.07407407407407407,4,12,0.009867188280343492,0.009867188280343492,15,3 4,5.0
Replace__BothReleased,pc3,150,Fp1,CP2,Frontal,Parietal,2,27,0.07407407407407407,4,12,0.009867188280343492,0.009867188280343492,15,3 4,5.0
Replace__BothReleased,pc3,150,Fp1,Fz,Frontal,Frontal,2,27,0.07407407407407407,4,12,0.009867188280343492,0.009867188280343492,15,3 4,5.0
Replace__BothReleased,pc3,150,Fz,O1,Frontal,Occipital,2,27,0.07407407407407407,4,12,0.009867188280343492,0.009867188280343492,15,3 4,5.0
Replace__BothReleased,pc3,200,Fz,O2,Frontal,Occipital,2,27,0.07407407407407407,4,12,0.009867188280343492,0.009867188280343492,15,3 4,5.0
BothStartLoadPhase__LiftOff,pc1,100,F8,FC6,Other,Frontocentral,1,27,0.037037037037037035,3,12,0.01999016322955004,0.01999016322955004,10,3,5.0
BothStartLoadPhase__LiftOff,pc1,100,Pz,CP1,Parietal,Parietal,1,27,0.037037037037037035,3,12,0.01999016322955004,0.01999016322955004,10,3,5.0
BothStartLoadPhase__LiftOff,pc1,100,Pz,Cz,Parietal,Frontocentral,1,27,0.037037037037037035,3,12,0.01999016322955004,0.01999016322955004,10,3,5.0
BothStartLoadPhase__LiftOff,pc1,200,CP2,Pz,Parietal,Parietal,1,27,0.037037037037037035,3,12,0.01999016322955004,0.01999016322955004,10,3,5.0
BothStartLoadPhase__LiftOff,pc1,200,Fp1,F3,Frontal,Frontocentral,1,27,0.037037037037037035,3,12,0.01999016322955004,0.01999016322955004,10,3,5.0
BothStartLoadPhase__LiftOff,pc1,200,TP10,FC1,Temporal,Frontocentral,1,27,0.037037037037037035,3,12,0.01999016322955004,0.01999016322955004,10,3,5.0
BothStartLoadPhase__LiftOff,pc2,0,F7,FC5,Other,Frontocentral,1,27,0.037037037037037035,3,12,0.01999016322955004,0.01999016322955004,10,3,5.0
BothStartLoadPhase__LiftOff,pc2,0,PO10,O2,Occipital,Occipital,1,27,0.037037037037037035,3,12,0.01999016322955004,0.01999016322955004,10,3,5.0
BothStartLoadPhase__LiftOff,pc2,50,FC1,Fp1,Frontocentral,Frontal,1,27,0.037037037037037035,3,12,0.01999016322955004,0.01999016322955004,10,3,5.0
BothStartLoadPhase__LiftOff,pc2,100,Fp2,Fp1,Frontal,Frontal,1,27,0.037037037037037035,3,12,0.01999016322955004,0.01999016322955004,10,3,5.0
BothStartLoadPhase__LiftOff,pc2,100,Oz,O2,Occipital,Occipital,1,27,0.037037037037037035,3,12,0.01999016322955004,0.01999016322955004,10,3,5.0
BothStartLoadPhase__LiftOff,pc2,150,F4,Fp2,Frontocentral,Frontal,1,27,0.037037037037037035,3,12,0.01999016322955004,0.01999016322955004,10,3,5.0
BothStartLoadPhase__LiftOff,pc2,150,Fp2,Fp1,Frontal,Frontal,1,27,0.037037037037037035,3,12,0.01999016322955004,0.01999016322955004,10,3,5.0
BothStartLoadPhase__LiftOff,pc2,200,Fp1,FC5,Frontal,Frontocentral,1,27,0.037037037037037035,3,12,0.01999016322955004,0.01999016322955004,10,3,5.0
BothStartLoadPhase__LiftOff,pc2,200,Fp2,P8,Frontal,Parietal,1,27,0.037037037037037035,3,12,0.01999016322955004,0.01999016322955004,10,3,5.0
BothStartLoadPhase__LiftOff,pc3,0,Fp2,F8,Frontal,Other,1,27,0.037037037037037035,3,12,0.01999016322955004,0.01999016322955004,10,3,5.0
BothStartLoadPhase__LiftOff,pc3,0,P8,PO10,Parietal,Occipital,1,27,0.037037037037037035,3,12,0.01999016322955004,0.01999016322955004,10,3,5.0
BothStartLoadPhase__LiftOff,pc3,50,P3,Oz,Parietal,Occipital,1,27,0.037037037037037035,3,12,0.01999016322955004,0.01999016322955004,10,3,5.0
BothStartLoadPhase__LiftOff,pc3,50,P3,TP10,Parietal,Temporal,1,27,0.037037037037037035,3,12,0.01999016322955004,0.01999016322955004,10,3,5.0
BothStartLoadPhase__LiftOff,pc3,50,TP9,PO9,Temporal,Occipital,1,27,0.037037037037037035,3,12,0.01999016322955004,0.01999016322955004,10,3,5.0
BothStartLoadPhase__LiftOff,pc3,150,Fp2,T8,Frontal,Temporal,1,27,0.037037037037037035,3,12,0.01999016322955004,0.01999016322955004,10,3,5.0
BothStartLoadPhase__LiftOff,pc3,150,TP9,PO9,Temporal,Occipital,1,27,0.037037037037037035,3,12,0.01999016322955004,0.01999016322955004,10,3,5.0
BothStartLoadPhase__LiftOff,pc3,200,CP1,TP10,Parietal,Temporal,1,27,0.037037037037037035,3,12,0.01999016322955004,0.01999016322955004,10,3,5.0
BothStartLoadPhase__LiftOff,pc3,200,Fp2,F7,Frontal,Other,1,27,0.037037037037037035,3,12,0.01999016322955004,0.01999016322955004,10,3,5.0
